gene	pubmed_count	Synonyms	Symbol_from_nomenclature_authority
LGALS2	165	HL14	LGALS2
LGALS3	5582	CBP35|GAL3|GALBP|GALIG|L31|LGALS2|MAC2	LGALS3
LGALS3BP	304	90K|BTBD17B|CyCAP|M2BP|MAC-2-BP|TANGO10B|gp90	LGALS3BP
LGALS4	264	GAL4|L36LBP	LGALS4
LGALS7	154	GAL7|LGALS7A	LGALS7
LGALS8	168	Gal-8|PCTA-1|PCTA1|Po66-CBP	LGALS8
LGALS9	525	HUAT|LGALS9A	LGALS9
LHB	1483	CGB4|HH23|LSH-B|LSH-beta	LHB
LHCGR	729	HHG|LCGR|LGR2|LH/CG-R|LH/CGR|LHR|LHRHR|LSH-R|ULG5	LHCGR
LHX1	348	LIM-1|LIM1	LHX1
LIF	11748	CDF|DIA|HILDA|MLPLI	LIF
LIFR	887	CD118|LIF-R|SJS2|STWS|SWS	LIFR
LIG1	362	IMD96|LIGI|hLig1	LIG1
LIG3	225	LIG2|LIG3alpha|MTDPS20	LIG3
LIG4	622	LIG4S	LIG4
LIM2	156	CTRCT19|MP17|MP19	LIM2
ABLIM1	43	ABLIM|LIMAB1|LIMATIN|abLIM-1	ABLIM1
LIMK1	743	LIMK|LIMK-1	LIMK1
LIMK2	239	-	LIMK2
LIMS1	168	PINCH|PINCH-1|PINCH1	LIMS1
LIPA	2104	CESD|LAL	LIPA
LIPB	132	-	LIPB
LIPC	791	HDLCQ12|HL|HTGL|LIPH	LIPC
LIPE	515	AOMS4|FPLD6|HSL|LHS|REH	LIPE
FADS1	567	D5D|FADS6|FADSD5|LLCDL1|TU12	FADS1
LLGL2	46	HGL|Hugl-2|LGL2	LLGL2
FADS3	74	CYB5RP|LLCDL3	FADS3
LLGL1	71	DLG4|HUGL|HUGL-1|HUGL1|LLGL|Lgl1|Mgl1	LLGL1
LMAN1	217	ERGIC-53|ERGIC53|F5F8D|FMFD1|MCFD1|MR60|gp58	LMAN1
LMNA	2105	CDCD1|CDDC|CMD1A|CMT2B1|EMD2|FPL|FPLD|FPLD2|HGPS|IDC|LDP1|LFP|LGMD1B|LMN1|LMNC|LMNL1|MADA|PRO1	LMNA
LMNB1	194	ADLD|LMN|LMN2|LMNB|MCPH26	LMNB1
LMO1	158	RBTN1|RHOM1|TTG1	LMO1
LMO2	660	LMO-2|RBTN2|RBTNL1|RHOM2|TTG2	LMO2
PRICKLE3	13	LMO6|LOAM|LOAS|Pk3	PRICKLE3
LMO7	92	FBX20|FBXO20|LMO7b|LOMP	LMO7
LMX1A	298	DFNA7|LMX1|LMX1.1	LMX1A
LMX1B	429	FSGS10|LMX1.2|NPS1	LMX1B
LNPEP	45	CAP|IRAP|P-LAP|PLAP	LNPEP
VWA5A	14	BCSC-1|BCSC1|LOH11CR2A	VWA5A
LORICRIN	817	LOR	LORICRIN
LOX	9388	AAT10	LOX
LOXL1	510	LOL|LOXL	LOXL1
LOXL2	522	LOR|LOR2|WS9-14	LOXL2
LPA	12796	AK38|APOA|LP	LPA
LPAL1	1	-	LPAL1
LPL	7759	HDLCQ11|LIPD	LPL
LPO	6993	SPO	LPO
LPP	3517	-	LPP
IRAG2	24	JAW1|LRMP	IRAG2
LRCH4	6	LRN|LRRN1|LRRN4|PP14183	LRCH4
LRP1	1748	A2MR|APOER|APR|CD91|IGFBP-3R|IGFBP3R|IGFBP3R1|KPA|LRP|LRP1A|TGFBR5	LRP1
LRP2	444	DBS|GP330|LRP-2	LRP2
LRP3	27	-	LRP3
LRP4	418	CLSS|CMS17|LRP-4|LRP10|MEGF7|SOST2	LRP4
LRP6	1326	ADCAD2|STHAG7	LRP6
LRP5	1535	BMND1|EVR1|EVR4|HBM|LR3|LRP-5|LRP-7|LRP7|OPPG|OPS|OPTA1|PCLD4|VBCH2	LRP5
LRPAP1	69	A2MRAP|A2RAP|HBP44|MRAP|MYP23|RAP|alpha-2-MRAP	LRPAP1
LSAMP	99	IGLON3|LAMP	LSAMP
LSP1	312	WP34|pp52	LSP1
LSS	3497	APMR4|CTRCT44|HYPT14|OSC	LSS
LTA4H	270	-	LTA4H
LTA	40513	LT|TNFB|TNFSF1|TNLG1E	LTA
LTB	2382	TNFC|TNFSF3|TNLG1C|p33	LTB
CYP4F3	83	CPF3|CYP4F|CYPIVF3|LTB4H	CYP4F3
LTBP1	292	ARCL2E	LTBP1
LTBP2	239	C14orf141|GLC3D|LTBP3|MSPKA|MSTP031|WMS3	LTBP2
LTBP3	103	DASS|GPHYSD3|LTBP-3|LTBP2|STHAG6|pp6425	LTBP3
LTBR	373	D12S370|LT-BETA-R|TNF-R-III|TNFCR|TNFR-RP|TNFR2-RP|TNFR3|TNFRSF3	LTBR
LTC4S	192	-	LTC4S
LTF	1453	GIG12|HEL110|HLF2|LF	LTF
LTK	796	TYK1	LTK
BCAM	408	AU|CD239|LU|MSK19	BCAM
LUM	5380	LDC|SLRR2D	LUM
LY6E	173	RIG-E|RIGE|SCA-2|SCA2|TSA-1	LY6E
LY6H	17	NMLY6	LY6H
LY9	136	CD229|SLAMF3|hly9|mLY9	LY9
CD180	150	LY64|Ly78|RP105	CD180
LY75	40	CD205|CLEC13B|DEC-205|GP200-MR6|LY-75	LY75
LYL1	135	bHLHa18	LYL1
LYN	3567	JTK8|p53Lyn|p56Lyn	LYN
SH2D1A	480	DSHP|EBVS|IMD5|LYP|MTCP1|SAP|SAP/SH2D1A|XLP|XLPD|XLPD1	SH2D1A
LYZ	662	LYZF1|LZM	LYZ
TACSTD2	291	EGP-1|EGP1|GA733-1|GA7331|GP50|M1S1|TROP2	TACSTD2
TM4SF1	147	H-L6|L6|M3S1|TAAL6	TM4SF1
EPCAM	9719	Ber-Ep4|BerEp4|DIAR5|EGP-2|EGP314|EGP40|ESA|HNPCC8|KS1/4|KSA|LYNCH8|M4S1|MIC18|MK-1|MOC-31|TACSTD1|TROP1	EPCAM
M6PR	206	CD-M6PR|CD-MPR|MPR 46|MPR-46|MPR46|SMPR	M6PR
CAPRIN1	138	GPIAP1|GPIP137|GRIP137|M11S1|RNG105|p137GPI	CAPRIN1
NBR1	372	1A1-3B|IAI3B|M17S2|MIG19	NBR1
MAB21L1	38	CAGR1|COFG|Nbla00126	MAB21L1
MARCKS	1025	80K-L|MACS|PKCSL|PRKCSL	MARCKS
MXD1	205	BHLHC58|MAD|MAD1	MXD1
MAD2L1	676	HSMAD2|MAD2	MAD2L1
SMAD1	3161	BSP-1|BSP1|JV4-1|JV41|MADH1|MADR1	SMAD1
SMAD2	9241	CHTD8|JV18|JV18-1|LDS6|MADH2|MADR2|hMAD-2|hSMAD2	SMAD2
SMAD3	8868	HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3|hMAD-3|hSMAD3|mad3	SMAD3
SMAD4	5722	DPC4|JIP|MADH4|MYHRS	SMAD4
SMAD5	1000	DWFC|JV5-1|MADH5	SMAD5
SMAD6	630	AOVD2|HsT17432|MADH6|MADH7	SMAD6
SMAD7	2852	CRCS3|MADH7|MADH8	SMAD7
SMAD9	230	MADH6|MADH9|PPH2|SMAD8|SMAD8/9|SMAD8A|SMAD8B	SMAD9
MAF	5746	AYGRP|CCA4|CTRCT21|c-MAF	MAF
MAFG	231	hMAF	MAFG
MAG	13539	GMA|S-MAG|SIGLEC-4A|SIGLEC4A|SPG75	MAG
MAGEA1	557	CT1.1|MAGE1	MAGEA1
MAGEA2	61	CT1.2|MAGE2|MAGEA2A	MAGEA2
MAGEA3	751	CT1.3|HIP8|HYPD|MAGE3|MAGEA6	MAGEA3
MAGEA4	360	CT1.4|MAGE-41|MAGE-X2|MAGE4|MAGE4A|MAGE4B	MAGEA4
MAGEA6	5	CT1.6|MAGE-3b|MAGE3B|MAGE6	MAGEA6
MAGEA8	16	CT1.8|MAGE8	MAGEA8
MAGEA9	38	CT1.9|MAGE9	MAGEA9
MAGEA10	64	CT1.10|MAGE10	MAGEA10
MAGEA11	65	CT1.11|MAGE-11|MAGE11|MAGEA-11	MAGEA11
MAGEA12	55	CT1.12|MAGE12	MAGEA12
MAGEB1	57	CT3.1|DAM10|MAGE-Xp|MAGEL1	MAGEB1
MAGEB2	108	CT3.2|DAM6|MAGE-XP-2	MAGEB2
MAGEB3	29	CT3.5	MAGEB3
MAGEB4	20	CT3.6	MAGEB4
MAGOH	103	MAGOH1|MAGOHA	MAGOH
MAK	13762	RP62	MAK
MAL	53180	MVP17|VIP17	MAL
MAN1A1	34	HUMM3|HUMM9|MAN9	MAN1A1
MAN2A2	18	MANA2X	MAN2A2
MAN2C1	21	CDDG2|MAN6A8|MANA|MANA1	MAN2C1
MAN2A1	32	AMan II|GOLIM7|MANA2|MANII	MAN2A1
MAN2B1	39	LAMAN|MANB	MAN2B1
MANBA	65	MANB1	MANBA
MAOA	3730	BRNRS|MAO-A	MAOA
MAOB	3470	-	MAOB
MAP1A	209	MAP1L|MTAP1A	MAP1A
MAP1B	769	DFNA83|FUTSCH|MAP5|PPP1R102|PVNH9	MAP1B
MAP2	4517	MAP-2|MAP2A|MAP2B|MAP2C	MAP2
MAP4	63186	-	MAP4
MAP6	108	MAP6-N|MTAP6|N-STOP|STOP	MAP6
MAPT	4761	DDPAC|FTDP-17|MAPTL|MSTD|MTBT1|MTBT2|PPND|PPP1R103|TAU|Tau-PHF6|tau-40	MAPT
MARK1	116	MARK|Par-1c|Par1c	MARK1
MARK3	94	CTAK1|KP78|PAR1A|Par-1a|VIPB	MARK3
MARS1	45	CMT2U|ILFS2|ILLD|MARS|METRS|MRS|MTRNS|SPG70|TTD9	MARS1
MAS1	8406	MAS|MGRA	MAS1
MAT1A	237	MAT|MATA1|SAMS|SAMS1	MAT1A
MAT2A	277	MATA2|MATII|SAMS2	MAT2A
MATK	1391	CHK|CTK|HHYLTK|HYL|HYLTK|Lsk	MATK
MATN1	179	CMP|CRTM	MATN1
MATN2	71	-	MATN2
MATN3	130	DIPOA|EDM5|HOA|OADIP|OS2|SEMDBCD	MATN3
MAX	211546	bHLHd4	MAX
MAZ	635	PUR1|Pur-1|SAF-1|SAF-2|SAF-3|ZF87|ZNF801|Zif87	MAZ
MB	122919	MYOSB|PVALB	MB
MBD1	330	CXXC3|PCM1|RFT	MBD1
MBL2	975	COLEC1|HSMBPC|MBL|MBL2D|MBP|MBP-C|MBP1|MBPD	MBL2
MBNL1	485	EXP|MBNL	MBNL1
MBP	15602	-	MBP
MC1R	1827	CMM5|MSH-R|SHEP2	MC1R
MC2R	479	ACTHR	MC2R
MC3R	561	BMIQ9|MC3|MC3-R|OB20|OQTL	MC3R
MC4R	2281	BMIQ20	MC4R
MC5R	257	MC2	MC5R
MCAM	1031	CD146|HEMCAM|METCAM|MUC18|MelCAM	MCAM
MCC	10062	MCC1	MCC
CHST6	82	C-GlcNAc6ST|GST4-beta|MCDC1|glcNAc6ST-5|gn6st-5|hCGn6ST	CHST6
MCF2	154	ARHGEF21|DBL	MCF2
MCL1	6600	BCL2L3|EAT|MCL1-ES|MCL1L|MCL1S|Mcl-1|TM|bcl2-L-3|mcl1/EAT	MCL1
MCM2	1533	BM28|CCNL1|CDCL1|D3S3194|DFNA70|MITOTIN|cdc19	MCM2
MCM3	399	HCC5|P1-MCM3|P1.h|RLFB	MCM3
MCM4	440	CDC21|CDC54|IMD54|NKCD|NKGCD|P1-CDC21|hCdc21	MCM4
MCM5	408	CDC46|MGORS8|P1-CDC46	MCM5
MCM6	371	MCG40308|Mis5|P105MCM	MCM6
MCM7	710	CDC47|MCM2|P1.1-MCM3|P1CDC47|P85MCM|PNAS146|PPP1R104	MCM7
CD46	4915	AHUS2|MCP|MIC10|TLX|TRA2.10	CD46
SMCP	253	HSMCSGEN1|MCS|MCSP	SMCP
ADAM11	49	MDC	ADAM11
MDFI	71	I-MF|I-mfa	MDFI
DNAJB9	104	ERdj4|MDG-1|MDG1|MST049|MSTP049	DNAJB9
MDH1	313	DEE88|EIEE88|HEL-S-32|KAR|MDH-s|MDHA|MGC:1375|MOR2	MDH1
MDH2	283	DEE51|EIEE51|M-MDH|MDH|MGC:3559|MOR1	MDH2
MDK	929	ARAP|MK|NEGF2	MDK
MDM2	11236	ACTFS|HDMX|LSKB|hdm2	MDM2
MDM4	802	BMFS6|HDMX|MDMX|MRP1	MDM4
ME1	604	HUMNDME|MES	ME1
ME2	1408	ODS1	ME2
MEA1	25	HYS|MEA	MEA1
MECP2	3564	AUTSX3|MRX16|MRX79|MRXS13|MRXSL|PPMX|RS|RTS|RTT	MECP2
MEF2A	613	ADCAD1|RSRFC4|RSRFC9|mef2	MEF2A
BORCS8-MEF2B	1	LOC729991-MEF2B|MEF2B|MEF2BNB-MEF2B|RSRFR2	BORCS8-MEF2B
MEF2C	1554	C5DELq14.3|DEL5q14.3|NEDHSIL	MEF2C
MEF2D	469	-	MEF2D
MEFV	1838	FMF|MEF|PAAND|TRIM20	MEFV
MEIS1	743	-	MEIS1
MEIS2	240	CPCMR|HsT18361|MRG1	MEIS2
MAP3K1	976	MAPKKK1|MEKK|MEKK 1|MEKK1|SRXY6	MAP3K1
MAP3K3	189	MAPKKK3|MEKK3	MAP3K3
MAP3K4	107	MAPKKK4|MEKK 4|MEKK4|MTK1|PRO0412	MAP3K4
MAP3K5	739	ASK1|MAPKKK5|MEKK5	MAP3K5
RAB8A	332	MEL|RAB8	RAB8A
MEN1	4057	MEAI|SCG2	MEN1
MEOX1	98	KFS2|MOX1	MEOX1
MEOX2	179	GAX|MOX2	MEOX2
MEP1A	43	PPHA	MEP1A
MEP1B	33	-	MEP1B
MEST	1411	PEG1	MEST
MET	270953	AUTS9|DA11|DFNB97|HGFR|RCCP2|c-Met	MET
METTL1	83	C12orf1|TRM8|TRMT8|YDL201w	METTL1
MFAP1	14	AMP	MFAP1
MFAP2	55	MAGP|MAGP-1|MAGP1	MFAP2
MFAP3	8	-	MFAP3
MFAP4	116	-	MFAP4
MFGE8	637	BA46|EDIL1|HMFG|HsT19888|MFG-E8|MFGM|OAcGD3S|SED1|SPAG10|hP47	MFGE8
MELTF	36	CD228|MAP97|MFI2|MTF1|MTf	MELTF
MFNG	59	-	MFNG
MGAT1	208	GLCNAC-TI|GLCT1|GLYT1|GNT-1|GNT-I|GnTI|MGAT	MGAT1
SCGB2A1	44	LPHC|LPNC|MGB2|UGB3	SCGB2A1
MGAT2	115	CDG2A|CDGS2|GLCNACTII|GNT-II|GNT2	MGAT2
MGAT3	128	GNT-III|GNT3	MGAT3
MGAT5	170	GNT-V|GNT-VA|MGAT5A|glcNAc-T V	MGAT5
SCGB2A2	355	MGB1|PSBP1|UGB2	SCGB2A2
MIA2	55	CTAGE5|MEA6|MGEA|MGEA11|MGEA6|TALI	MIA2
KITLG	317	DCUA|DFNA69|FPH2|FPHH|KL-1|Kitl|MGF|SCF|SF|SHEP7|SLF|WS2F	KITLG
MGMT	5387	-	MGMT
MGP	2028	GIG36|MGLAP|NTI	MGP
MGST1	230	GST12|MGST|MGST-I|PMAN	MGST1
MGST2	67	GST2|MGST-II	MGST2
MGST3	74	GST-III	MGST3
CIITA	1071	C2TA|CIITAIV|MHC2TA|NLRA	CIITA
CD99	2133	HBA71|MIC2|MIC2X|MIC2Y|MSK5X	CD99
MICB	722	PERB11.2	MICB
MID1	420	BBBG1|FXY|GBBB|GBBB1|MIDIN|OGS1|OS|OSX|RNF59|TRIM18|XPRF|ZNFXY	MID1
MIF	6272	GIF|GLIF|MMIF	MIF
CXCL9	3314	CMK|Humig|MIG|SCYB9|crg-10	CXCL9
MIP	18857	AQP0|CTRCT15|LIM1|MIP26|MP26	MIP
MIPEP	52	COXPD31|HMIP|MIP	MIPEP
MITF	3300	CMM8|COMMAD|MI|MITF-A|WS2|WS2A|bHLHe32	MITF
ATXN3	805	AT3|ATX3|JOS|MJD|MJD1|SCA3	ATXN3
MKI67	1253	KIA|MIB-|MIB-1|PPP1R105	MKI67
MKLN1	73	TWA2	MKLN1
MLF1	109	-	MLF1
MLH1	6411	COCA2|FCC2|HNPCC|HNPCC2|LYNCH2|MLH-1|MMRCS1|hMLH1	MLH1
MAP3K9	62	MEKK9|MLK1|PRKE1	MAP3K9
MAP3K10	66	MEKK10|MLK2|MST	MAP3K10
MLN	3411	-	MLN
MAP3K11	49	MEKK11|MLK-3|MLK3|PTK1|SPRK	MAP3K11
KMT2A	2353	ALL-1|ALL1|CXXC7|GAS7|HRX|HTRX|HTRX1|MLL|MLL1|MLL1A|TRX1|WDSTS	KMT2A
MLLT1	115	ENL|LTG19|YEATS1	MLLT1
AFF1	292	AF4|FEL|MLLT2|PBM1	AFF1
MLLT3	243	AF9|YEATS3	MLLT3
AFDN	140	AF6|MLL-AF6|MLLT4|l-afadin	AFDN
MLLT6	32	AF17	MLLT6
FOXO4	538	AFX|AFX1|MLLT7	FOXO4
NR3C2	390	MCR|MLR|MR|NR3C2VIT	NR3C2
TRPM1	295	CSNB1C|LTRPC1|MLSN1	TRPM1
MME	2175	CALLA|CD10|CMT2T|NEP|SCA43|SFE	MME
MMP1	9302	CLG|CLGN	MMP1
MMP2	25836	CLG4|CLG4A|MMP-2|MMP-II|MONA|TBE-1	MMP2
MMP3	7249	CHDS6|MMP-3|SL-1|STMY|STMY1|STR1	MMP3
MMP7	3015	MMP-7|MPSL1|PUMP-1	MMP7
MMP8	2300	CLG1|HNC|MMP-8|PMNL-CL	MMP8
MMP9	33760	CLG4B|GELB|MANDP2|MMP-9	MMP9
MMP10	801	SL-2|STMY2	MMP10
MMP11	475	SL-3|ST3|STMY3	MMP11
MMP12	1595	HME|ME|MME|MMP-12	MMP12
MMP13	6470	CLG3|MANDP1|MDST|MMP-13	MMP13
MMP14	2088	MMP-14|MMP-X1|MT-MMP|MT-MMP 1|MT1-MMP|MT1MMP|MTMMP1|WNCHRS	MMP14
MMP15	199	MMP-15|MT2-MMP|MT2MMP|MTMMP2|SMCP-2	MMP15
MMP16	250	C8orf57|MMP-X2|MT-MMP2|MT-MMP3|MT3-MMP	MMP16
MMP17	93	MMP-17|MT4-MMP|MT4MMP|MTMMP4	MMP17
MMP19	202	CODA|MMP18|RASI-1	MMP19
ALDH6A1	52	MMSADHA|MMSDH	ALDH6A1
MN1	1260	CEBALID|MGCR|MGCR1|MGCR1-PEN|dJ353E16.2	MN1
MNAT1	55	CAP35|MAT1|RNF66|TFB3	MNAT1
MNDA	946	PYHIN3	MNDA
MNT	1700	MAD6|MXD6|ROX|bHLHd3|lncRNA-HAL	MNT
MOBP	144	-	MOBP
MOCS1	63	MIG11|MOCOD|MOCS1A|MOCS1B	MOCS1
MOCS2	47	MCBPE|MOCO1|MOCODB|MPTS	MOCS2
MOG	4505	BTN6|BTNL11|MOGIG2|NRCLP7	MOG
MOS	18068	MSV	MOS
MOV10	123	fSAP113|gb110	MOV10
CD200	1032	MOX1|MOX2|MRC|OX-2	CD200
MPG	21663	AAG|ADPG|APNG|CRA36.1|MDG|Mid1|PIG11|PIG16|anpg	MPG
MPI	11233	CDG1B|PMI|PMI1	MPI
MPL	5147	C-MPL|CD110|MPLV|THCYT2|THPOR|TPOR	MPL
MPO	16710	-	MPO
MPP1	99	AAG12|DXS552E|EMP55|MRG1|PEMP	MPP1
MPP2	136	DLG2	MPP2
MPP3	42	DLG3	MPP3
MPST	192	MST|TST2|TUM1	MPST
MPV17	178	CMT2EE|MTDPS6|SYM1	MPV17
MPZ	621	CHM|CHN2|CMT1|CMT1B|CMT2I|CMT2J|CMT4E|CMTDI3|CMTDID|DSS|HMSNIB|MPP|P0	MPZ
MRC1	663	CD206|CLEC13D|CLEC13DL|MMR|MRC1L1|bA541I19.1|hMR	MRC1
MRE11	2202	ATLD|HNGS1|MRE11A|MRE11B	MRE11
ABCC1	1302	ABC29|ABCC|DFNA77|GS-X|MRP|MRP1	ABCC1
MYO1B	79	MMI-alpha|MMIa|MYH-1c|myr1	MYO1B
MSBP1	16	-	MSBP1
MSBP2	3	-	MSBP2
CITED1	188	MSG1	CITED1
MSH2	5382	COCA1|FCC1|HNPCC|HNPCC1|LCFS2|LYNCH1|MMRCS2|MSH-2|hMSH2	MSH2
MSH3	715	DUP|FAP4|MRP1	MSH3
MSH4	242	ASG|POF20|SPGF2	MSH4
MSH5	220	G7|MUTSH5|NG23|POF13|SPGF74	MSH5
MSI1	538	-	MSI1
MSMB	143	HPC13|IGBF|MSP|MSPB|PN44|PRPS|PSP|PSP-94|PSP57|PSP94	MSMB
MSN	16112	HEL70|IMD50	MSN
MSR1	603	CD204|SCARA1|SR-A|SR-AI|SR-AII|SR-AIII|SRA|phSR1|phSR2	MSR1
MSRA	1024	PMSR	MSRA
MST1	1113	D3F15S2|DNF15S2|HGFL|MSP|NF15S2	MST1
MST1R	111	CD136|CDw136|NPCA3|PTK8|RON|SEA|p185-Ron	MST1R
MSX1	1207	ECTD3|HOX7|HYD1|STHAG1	MSX1
MSX2	962	CRS2|FPP|HOX8|MSH|PFM|PFM1	MSX2
MT1A	270	MT-1A|MT-IA|MT1|MT1S|MTC	MT1A
MT1B	57	MT-1B|MT-IB|MT1|MT1Q|MTP	MT1B
MT1E	127	MT-1E|MT-IE|MT1|MTD	MT1E
MT1F	82	MT1	MT1F
MT1G	144	MT1|MT1K	MT1G
MT1H	65	MT-0|MT-1H|MT-IH|MT1	MT1H
MT1M	70	MT-1M|MT-IM|MT1|MT1K	MT1M
MT1X	129	MT-1l|MT1	MT1X
MT2A	472	MT-2|MT-II|MT2	MT2A
MT3	883	GIF|GIFB|GRIF|ZnMT3	MT3
MTAP	542	BDMF|DMSFH|DMSMFH|HEL-249|LGMBF|MSAP|c86fus	MTAP
ATP6	1334	ATPase6|MTATP6	MT-ATP6
ATP8	790	ATPase8|MTATP8	MT-ATP8
COX1	10869	COI|MTCO1	MT-CO1
COX2	38502	COII|MTCO2	MT-CO2
COX3	679	COIII|MTCO3	MT-CO3
MTCP1	77	P13MTCP1|TCL1C|p8MTCP1	MTCP1
CYTB	2080	MTCYB	MT-CYB
MTF1	504	MTF-1|ZRF	MTF1
NUDT1	107	MTH1	NUDT1
MTHFD1	295	CIMAH|MTHFC|MTHFD	MTHFD1
MTHFR	8364	-	MTHFR
MTIF2	26	-	MTIF2
MTM1	1795	CNM|CNMX|MTMX|XLMTM	MTM1
ND1	2047	MTND1	MT-ND1
ND2	1613	MTND2	MT-ND2
ND3	2330	MTND3	MT-ND3
ND4	1489	MTND4	MT-ND4
ND4L	366	MTND4L	MT-ND4L
ND5	1245	MTND5	MT-ND5
ND6	1292	MTND6	MT-ND6
MYO1F	44	-	MYO1F
MTNR1A	182	MEL-1A-R|MT1	MTNR1A
MTNR1B	360	FGQTL2|MEL-1B-R|MT2	MTNR1B
MTTP	421	ABL|MTP	MTTP
MTR	3003	HMAG|MS|cblG	MTR
MTRR	843	MSR|cblE	MTRR
MTX1	97	MTX|MTXN	MTX1
MUC1	6132	ADMCKD|ADMCKD1|ADTKD2|CA 15-3|CD227|Ca15-3|EMA|H23AG|KL-6|MAM6|MCD|MCKD|MCKD1|MUC-1|MUC-1/SEC|MUC-1/X|MUC1/ZD|PEM|PEMT|PUM	MUC1
MUC2	3229	MLP|MUC-2|SMUC	MUC2
MUC3A	72	MUC-3A|MUC3	MUC3A
MUC4	1184	ASGP|HSA276359|MUC-4	MUC4
MUC5AC	3417	MUC5|TBM|leB|mucin	MUC5AC
MUC6	1001	MUC-6	MUC6
MUC7	269	MG2	MUC7
TRIM37	116	MUL|POB1|TEF3	TRIM37
MUSK	4230	CMS9|FADS|FADS1	MUSK
MMUT	55	MCM|MUT	MMUT
MUTYH	868	MYH	MUTYH
MVD	7298	FP17780|MDDase|MPD|POROK7	MVD
MVK	660	LRBP|MK|MVLK|POROK3	MVK
MX1	2317	IFI-78K|IFI78|MX|MxA|lncMX1-215	MX1
MX2	1085	MXB	MX2
MXI1	227	MAD2|MXD2|MXI|bHLHc11	MXI1
MYB	8937	Cmyb|c-myb|c-myb_CDS|efg	MYB
MYBL1	193	A-MYB|AMYB	MYBL1
MYBPC1	68	CMYP16|LCCS4|MYBPCC|MYBPCS|MYOTREM|ssMyBP-C	MYBPC1
MYBL2	469	B-MYB|BMYB	MYBL2
MYBPC2	25	MYBPC|MYBPCF|fsMyBP-C	MYBPC2
MYBPC3	688	CMD1MM|CMH4|FHC|LVNC10|MYBP-C|cMyBP-C	MYBPC3
MYBPH	60	-	MYBPH
MYC	47952	MRTL|MYCC|bHLHe39|c-Myc	MYC
MYCL	132	L-Myc|LMYC|MYCL1|bHLHe38	MYCL
MYCN	3240	MODED|MYCNsORF|MYCNsPEP|N-myc|NMYC|ODED|bHLHe37	MYCN
MYD88	10759	IMD68|MYD88D|WM1	MYD88
GADD45B	481	GADD45BETA|MYD118	GADD45B
MYF5	1507	EORVA|bHLHc2	MYF5
MYF6	206	CNM3|MRF4|bHLHc4|myf-6	MYF6
MYH1	146	HEL71|MYHSA1|MYHa|MyHC-2X/D|MyHC-2x	MYH1
MYH2	170	CMYP6|IBM3|MYH2A|MYHSA2|MYHas8|MYPOP|MyHC-2A|MyHC-IIa	MYH2
MYH3	192	CPSFS1A|CPSFS1B|CPSKF1A|CPSKF1B|DA2A|DA2B|DA2B3|DA8|HEMHC|MYHC-EMB|MYHSE1|SMHCE	MYH3
MYH4	86	MYH2B|MyHC-2B|MyHC-IIb	MYH4
MYH6	529	ASD3|CMD1EE|CMH14|MYHC|MYHCA|SSS3|alpha-MHC	MYH6
MYH7	1276	CMD1S|CMH1|CMYP7A|CMYP7B|MPD1|MYHCB|SPMD|SPMM	MYH7
MYH8	75	DA7|MyHC-peri|MyHC-pn|gtMHC-F	MYH8
MYH9	976	BDPLT6|DFNA17|EPSTS|FTNS|MATINS|MHA|NMHC-II-A|NMMHC-IIA|NMMHCA	MYH9
MYH10	139	NMMHC-IIB|NMMHCB	MYH10
MYH11	921	AAT4|FAA4|SMHC|SMMHC|SMMS-1|VSCM2	MYH11
MYL1	83	CMYP14|MLC-1|MLC1|MLC1/3|MLC1F|MLC3F|MYOFTA	MYL1
MYL2	229	CMH10|MFM12|MLC-2|MLC-2s/v|MLC-2v|MLC2	MYL2
MYL3	137	CMH8|MLC-lV/sb|MLC1SB|MLC1V|VLC1|VLCl	MYL3
MYL4	61	ALC1|AMLC|GT1|PRO1957	MYL4
MYL5	15	MYLC2	MYL5
MYL6	40	ESMLC|LC17|LC17-GI|LC17-NM|LC17A|LC17B|MLC-3|MLC1SM|MLC3NM|MLC3SM	MYL6
MYLK	281	AAT7|KRP|MLCK|MLCK1|MLCK108|MLCK210|MMIHS|MMIHS1|MSTP083|MYLK-L|MYLK1|smMLCK	MYLK
MYO1A	66	BBMI|DFNA48|MIHC|MYHL	MYO1A
MYO1C	155	MMI-beta|MMIb|MyoIC|NMI|myr2	MYO1C
MYO1D	53	PPP1R108|myr4	MYO1D
MYO1E	88	FSGS6|HuncM-IC|MYO1C	MYO1E
MYO5A	325	GS1|MYH12|MYO5|MYR12	MYO5A
MYO5B	182	DIAR2|MVID1|PFIC10	MYO5B
MYO6	173	DFNA22|DFNB37	MYO6
MYO7A	560	DFNA11|DFNB2|MYOVIIA|MYU7A|NSRD2|USH1B	MYO7A
MYO7B	19	-	MYO7B
MYO9A	38	CMS24	MYO9A
MYO9B	84	CELIAC4|MYR5	MYO9B
MYO10	165	MyoX	MYO10
MYOC	482	GLC1A|GPOA|JOAG|JOAG1|TIGR	MYOC
MYOD1	1639	CMYP17|MYF3|MYOD|MYODRIF|PUM|bHLHc1	MYOD1
MYOG	1492	MYF4|bHLHc3|myf-4	MYOG
PPP1R12A	395	GUBS|M130|MBS|MYPT1	PPP1R12A
PPP1R12B	30	MYPT2|PP1bp55	PPP1R12B
MYT1	341	C20orf36|MTF1|MYTI|NZF2|PLPB1|ZC2H2C1|ZC2HC4A	MYT1
